,complexity_level,date,time,sim_times,amount_of_days,max_swipes,age_range,age,high_like_male_prob,low_like_male_prob,high_like_female_prob,low_like_female_prob
0,1,12/12/2019,2:4,25,2,40,10,41,0.8,0.3,0.7,0.3
